i,gene_name,model,model_name
1584,YARS1,1,const_scaling
1587,BTF3L4,1,const_scaling
1588,TPGS2,1,const_scaling
1589,TIMM10,1,const_scaling
1590,FADS2,1,const_scaling
1592,TMEM165,1,const_scaling
1593,CLOCK,1,const_scaling
1594,COL4A2,1,const_scaling
1595,ARGLU1,1,const_scaling
1596,CARS2,1,const_scaling
1597,STT3A,1,const_scaling
1598,ETS1,1,const_scaling
1601,ANXA1,1,const_scaling
1604,PSAT1,1,const_scaling
1605,TAOK3,1,const_scaling
1606,SRPK2,1,const_scaling
1607,TES,1,const_scaling
1608,MDFIC,1,const_scaling
1609,SYNCRIP,1,const_scaling
1610,NT5E,1,const_scaling
1611,ORC3,1,const_scaling
1612,CAPRIN1,1,const_scaling
1613,ATP5MC2,1,const_scaling
1614,CD63,1,const_scaling
1615,ITGA7,1,const_scaling
1618,TFCP2,1,const_scaling
1622,AHI1,1,const_scaling
1626,DYNC1LI2,1,const_scaling
1627,DHX9,1,const_scaling
1628,CEP350,1,const_scaling
1629,NIBAN1,1,const_scaling
1630,LAMC1,1,const_scaling
1631,RC3H1,1,const_scaling
1636,CAB39,1,const_scaling
1640,APPL2,1,const_scaling
1643,FLNB,1,const_scaling
1645,LMO7,1,const_scaling
1648,TNS3,1,const_scaling
1650,RAC1,1,const_scaling
1655,NMT1,1,const_scaling
1656,VEZF1,1,const_scaling
1657,DCAF7,1,const_scaling
1659,ACTL6A,1,const_scaling
1662,MARCHF7,1,const_scaling
1665,UGGT1,1,const_scaling
1666,ABI1,1,const_scaling
1668,LRRC8A,1,const_scaling
1669,TXN,1,const_scaling
1670,ODF2,1,const_scaling
1671,ECPAS,1,const_scaling
1674,NIBAN2,1,const_scaling
1678,PSMB7,1,const_scaling
1680,RPL35,1,const_scaling
1681,ARPC5L,1,const_scaling
1682,UBAP2,1,const_scaling
1683,TLN1,1,const_scaling
1685,RPS6,1,const_scaling
1687,KIF13A,1,const_scaling
1688,TFAP2A,1,const_scaling
1691,HMGA1,1,const_scaling
1692,FLOT1,1,const_scaling
1694,ATAT1,1,const_scaling
1696,MTCH1,1,const_scaling
1697,NUMA1,1,const_scaling
1699,GGH,1,const_scaling
1700,SDCBP,1,const_scaling
1702,YAP1,1,const_scaling
1703,RDX,1,const_scaling
1704,SLTM,1,const_scaling
1709,RTF1,1,const_scaling
1710,RPLP1,1,const_scaling
1713,BCAR3,1,const_scaling
1715,ARHGAP29,1,const_scaling
1717,ACTR2,1,const_scaling
1718,FBXO11,1,const_scaling
1722,LRPPRC,1,const_scaling
1723,ACTR1A,1,const_scaling
1724,MYOF,1,const_scaling
1725,ATAD1,1,const_scaling
1727,ARL3,1,const_scaling
1730,ANXA7,1,const_scaling
1731,RPS24,1,const_scaling
1736,PPIG,1,const_scaling
1737,OLA1,1,const_scaling
1738,ITPRID2,1,const_scaling
1741,COX17,1,const_scaling
1742,TMOD3,1,const_scaling
1743,SEMA7A,1,const_scaling
1749,RAP1GDS1,1,const_scaling
1750,BMP2K,1,const_scaling
1751,G3BP2,1,const_scaling
1752,SEPTIN11,1,const_scaling
1753,SCARB2,1,const_scaling
1754,SHROOM3,1,const_scaling
1757,HADH,1,const_scaling
1758,PAPSS1,1,const_scaling
1759,PPP3CA,1,const_scaling
1760,RGS3,1,const_scaling
1761,ETV6,1,const_scaling
1762,FGD4,1,const_scaling
1763,ETNK1,1,const_scaling
1765,AMIGO2,1,const_scaling
1766,SCAF11,1,const_scaling
1767,NaN,1,const_scaling
1768,GLIPR1,1,const_scaling
1769,PHLDA1,1,const_scaling
1770,SNRPF,1,const_scaling
1773,GLTP,1,const_scaling
1774,GIT2,1,const_scaling
1775,TCHP,1,const_scaling
1776,SLC7A1,1,const_scaling
1777,MAP3K12,1,const_scaling
1779,TMBIM6,1,const_scaling
1780,ANKRD52,1,const_scaling
1781,WDFY2,1,const_scaling
1782,ESD,1,const_scaling
1783,RB1,1,const_scaling
1784,SBNO1,1,const_scaling
1785,SETD1B,1,const_scaling
1787,DENR,1,const_scaling
1789,RBM26,1,const_scaling
1791,CUL4A,1,const_scaling
1794,FRMD6,1,const_scaling
1797,NIPA2,1,const_scaling
1798,TCF12,1,const_scaling
1800,GTF2A2,1,const_scaling
1801,SRP14,1,const_scaling
1803,COMMD4,1,const_scaling
1805,TSPAN3,1,const_scaling
1806,TLNRD1,1,const_scaling
1808,IGF1R,1,const_scaling
1809,SCAMP2,1,const_scaling
1812,IQGAP1,1,const_scaling
1813,SEC11A,1,const_scaling
1815,TGFB1I1,1,const_scaling
1817,ARHGAP17,1,const_scaling
1818,ZFHX3,1,const_scaling
1819,KIFC3,1,const_scaling
1823,RHOT2,1,const_scaling
1826,NCOR1,1,const_scaling
1827,COPS3,1,const_scaling
1828,UTP4,1,const_scaling
1830,SSH2,1,const_scaling
1832,CLTC,1,const_scaling
1833,SS18,1,const_scaling
1834,AFG3L2,1,const_scaling
1837,NPC1,1,const_scaling
1838,ARHGDIA,1,const_scaling
1840,EIF4A3,1,const_scaling
1841,CSNK1D,1,const_scaling
1842,ANAPC11,1,const_scaling
1843,WDR45B,1,const_scaling
1849,PLPP2,1,const_scaling
1852,DPP9,1,const_scaling
1855,APP,1,const_scaling
1856,AKT1,1,const_scaling
1860,PSMB6,1,const_scaling
1861,RPS11,1,const_scaling
1863,RERE,1,const_scaling
1864,EPHA2,1,const_scaling
1865,EFHD2,1,const_scaling
1867,SH3BGRL3,1,const_scaling
1868,RPL11,1,const_scaling
1870,SERBP1,1,const_scaling
1872,RPS8,1,const_scaling
1874,PTPRF,1,const_scaling
1875,LMO4,1,const_scaling
1876,MTF2,1,const_scaling
1878,ALDH9A1,1,const_scaling
1879,ATP1B1,1,const_scaling
1880,TIPRL,1,const_scaling
1883,MGST3,1,const_scaling
1884,COP1,1,const_scaling
1886,PFDN2,1,const_scaling
1888,HDGF,1,const_scaling
1889,ABL2,1,const_scaling
1890,SF3B4,1,const_scaling
1891,MCL1,1,const_scaling
1894,CERS2,1,const_scaling
1895,ENSA,1,const_scaling
1897,POGZ,1,const_scaling
1901,TPM3,1,const_scaling
1906,GATAD2B,1,const_scaling
1908,GALNT2,1,const_scaling
1909,SCCPDH,1,const_scaling
1912,SRP9,1,const_scaling
1913,DEGS1,1,const_scaling
1914,ARF1,1,const_scaling
1915,CNIH4,1,const_scaling
1917,CDC42BPA,1,const_scaling
1918,MBOAT2,1,const_scaling
1922,PDIA6,1,const_scaling
1923,RHOB,1,const_scaling
1924,HNRNPLL,1,const_scaling
1925,EML4,1,const_scaling
1927,SNRPG,1,const_scaling
1928,SNRNP200,1,const_scaling
1929,EXOC6B,1,const_scaling
1933,GALNT13,1,const_scaling
1935,GULP1,1,const_scaling
1936,HSPD1,1,const_scaling
1938,CNOT9,1,const_scaling
1939,MARCHF4,1,const_scaling
1940,DYNC1LI1,1,const_scaling
1942,GOLGA4,1,const_scaling
1943,CTDSPL,1,const_scaling
1944,STAC,1,const_scaling
1945,RPL32,1,const_scaling
1946,PTPRG,1,const_scaling
1947,UBA3,1,const_scaling
1950,PHLDB2,1,const_scaling
1953,MANF,1,const_scaling
1954,LYAR,1,const_scaling
1956,ENOPH1,1,const_scaling
1958,CAMK2D,1,const_scaling
1963,RPS3A,1,const_scaling
1964,PDGFC,1,const_scaling
1966,MARCHF6,1,const_scaling
1967,MYO10,1,const_scaling
1968,RPL37,1,const_scaling
1970,RASA1,1,const_scaling
1971,PPIP5K2,1,const_scaling
1972,PAM,1,const_scaling
1973,BTF3,1,const_scaling
1974,ATG12,1,const_scaling
1975,DDX46,1,const_scaling
1976,RNF145,1,const_scaling
1977,G3BP1,1,const_scaling
1981,PPP1R18,1,const_scaling
1983,PHIP,1,const_scaling
1985,ARHGAP18,1,const_scaling
1987,AIG1,1,const_scaling
1988,DYNLT1,1,const_scaling
1989,WTAP,1,const_scaling
1992,EGFR,1,const_scaling
1995,MDH2,1,const_scaling
1996,CCT6A,1,const_scaling
1997,GIGYF1,1,const_scaling
1999,LUC7L2,1,const_scaling
2001,CASK,1,const_scaling
2002,MSN,1,const_scaling
2004,NONO,1,const_scaling
2005,EBP,1,const_scaling
2006,SNX12,1,const_scaling
2007,DIAPH2,1,const_scaling
2011,RPL10,1,const_scaling
2012,ATP6V1B2,1,const_scaling
2013,SLC25A37,1,const_scaling
2014,DOCK5,1,const_scaling
2015,TACC1,1,const_scaling
2016,NSD3,1,const_scaling
