i,gene_name,model,model_name
2282,G6PD,0,const_undet
2289,TAOK1,0,const_undet
2298,NACC1,0,const_undet
2304,AP2M1,0,const_undet
2305,PCYT1A,0,const_undet
2313,UBXN1,0,const_undet
2318,JAK1,0,const_undet
2329,SLC30A7,0,const_undet
2330,ZNF281,0,const_undet
2344,VPS72,0,const_undet
2369,PSMD6,0,const_undet
2377,RYK,0,const_undet
2380,ZNF148,0,const_undet
2383,TKT,0,const_undet
2387,LRPAP1,0,const_undet
2391,SHISA5,0,const_undet
2403,NSA2,0,const_undet
2404,UQCRQ,0,const_undet
2407,STK17A,0,const_undet
2409,GALNT10,0,const_undet
2413,CTSB,0,const_undet
2417,SLC4A2,0,const_undet
2425,NDUFB6,0,const_undet
2427,STOML2,0,const_undet
2438,ATP5F1C,0,const_undet
2440,PDZD8,0,const_undet
2462,ARIH1,0,const_undet
2467,ILK,0,const_undet
2472,TMX3,0,const_undet
2476,CIAO2B,0,const_undet
2492,SMAD3,0,const_undet
2506,GPX4,0,const_undet
2515,YIF1B,0,const_undet
2518,HDGFL2,0,const_undet
2519,TSR1,0,const_undet
2524,ATP5PD,0,const_undet
2525,SRP68,0,const_undet
2530,POLR2G,0,const_undet
2534,CTNNB1,0,const_undet
2544,RBPJ,0,const_undet
2546,NT5DC2,0,const_undet
2548,PDHB,0,const_undet
2554,RAB31,0,const_undet
2557,SERINC2,0,const_undet
2561,AHCYL1,0,const_undet
2565,RNF181,0,const_undet
2568,ATP5ME,0,const_undet
2580,LMAN2,0,const_undet
2594,MT1E,0,const_undet
2595,GPS1,0,const_undet
2596,DCXR,0,const_undet
2602,TOR1AIP2,0,const_undet
2605,MAP3K2,0,const_undet
2606,SF3B5,0,const_undet
2610,YWHAG,0,const_undet
2617,CRTAP,0,const_undet
2620,TMED10,0,const_undet
2621,ZNF804A,0,const_undet
2634,TRIAP1,0,const_undet
2640,TADA3,0,const_undet
2652,PLRG1,0,const_undet
2655,ENC1,0,const_undet
2661,PTEN,0,const_undet
2663,PRNP,0,const_undet
2681,FIBP,0,const_undet
2684,CHCHD1,0,const_undet
2685,MRPL52,0,const_undet
2706,MZT2A,0,const_undet
2716,UQCRH,0,const_undet
2720,TOMM20,0,const_undet
2722,CNP,0,const_undet
2726,ATP5MK,0,const_undet
2734,PHLDA3,0,const_undet
2756,ARHGAP1,0,const_undet
2758,LSM1,0,const_undet
2762,EIF3F,0,const_undet
2763,CLTB,0,const_undet
2770,RAB6A,0,const_undet
2775,AURKAIP1,0,const_undet
2778,NUPR1,0,const_undet
2779,SSNA1,0,const_undet
2787,FOXC2,0,const_undet
2789,RBIS,0,const_undet
2792,WSB2,0,const_undet
2799,RHOG,0,const_undet
2813,JUN,0,const_undet
2816,CD151,0,const_undet
2817,POLR2L,0,const_undet
2819,FLII,0,const_undet
2829,NDUFAF3,0,const_undet
2841,HYI,0,const_undet
2842,GAK,0,const_undet
2844,TUFM,0,const_undet
2845,EIF3K,0,const_undet
2849,CYC1,0,const_undet
2851,SAMD4B,0,const_undet
2856,GADD45GIP1,0,const_undet
2858,MAF1,0,const_undet
2864,OAZ2,0,const_undet
2876,POLR2A,0,const_undet
2882,COPG1,0,const_undet
2886,PRKAG1,0,const_undet
2892,NOP10,0,const_undet
2894,MRPL41,0,const_undet
2896,MRPS16,0,const_undet
2900,ATP6AP2,0,const_undet
2901,BACE2,0,const_undet
2907,MFSD5,0,const_undet
2908,ADI1,0,const_undet
2928,RUVBL2,0,const_undet
2929,CTNNA3,0,const_undet
2936,UTP11,0,const_undet
2943,TMEM50A,0,const_undet
2950,COA3,0,const_undet
2955,IRAK1,0,const_undet
2961,COPB2,0,const_undet
2968,UBE2G2,0,const_undet
2974,NDUFA6,0,const_undet
2978,CIB1,0,const_undet
2982,IFITM2,0,const_undet
2986,HGS,0,const_undet
2988,TMEM179B,0,const_undet
2994,PSMD13,0,const_undet
2999,DRG1,0,const_undet
3000,YTHDF3,0,const_undet
3003,BCAP31,0,const_undet
3004,LAMP1,0,const_undet
3011,KRT10,0,const_undet
3020,RPS19BP1,0,const_undet
3027,CHP1,0,const_undet
3030,USP7,0,const_undet
3040,COMMD6,0,const_undet
3046,S100A16,0,const_undet
3051,NOC2L,0,const_undet
3053,NDUFA4,0,const_undet
3077,MYL6B,0,const_undet
3082,NACA,0,const_undet
3101,FUT11,0,const_undet
3104,GMFB,0,const_undet
3107,IGF2R,0,const_undet
3111,PSMD12,0,const_undet
3113,KANK2,0,const_undet
3124,CDC42SE1,0,const_undet
3134,GPAA1,0,const_undet
3136,ADH5,0,const_undet
3143,MRPL42,0,const_undet
3146,CD2AP,0,const_undet
3153,DDX42,0,const_undet
3157,SDAD1,0,const_undet
3159,GET3,0,const_undet
3164,TPM2,0,const_undet
3165,YTHDF2,0,const_undet
3172,TTC37,0,const_undet
3178,ECI2,0,const_undet
3181,CDC42BPB,0,const_undet
3194,OSTC,0,const_undet
3204,RPL39,0,const_undet
3210,PJA2,0,const_undet
3216,RTL8A,0,const_undet
3218,BMPR2,0,const_undet
3221,NELFE,0,const_undet
3228,BAG6,0,const_undet
3231,MRPS18B,0,const_undet
3234,GNL1,0,const_undet
3236,PPP1R11,0,const_undet
3241,FAM216A,0,const_undet
3243,LGR4,0,const_undet
3244,E2F4,0,const_undet
3267,NDUFS3,0,const_undet
3271,NaN,0,const_undet
3274,TAX1BP3,0,const_undet
3275,TSPAN4,0,const_undet
3281,IFRD2,0,const_undet
3286,NaN,0,const_undet
3287,NaN,0,const_undet
3297,NaN,0,const_undet
3299,NDUFAF8,0,const_undet
3301,NaN,0,const_undet
3303,NOL7,0,const_undet
3312,OST4,0,const_undet
3316,NaN,0,const_undet
3321,NaN,0,const_undet
3322,HSBP1,0,const_undet
3324,RPS18,0,const_undet
3326,TMA7,0,const_undet
3327,MCTS1,0,const_undet
3338,NaN,0,const_undet
3341,PEG10,0,const_undet
3346,NaN,0,const_undet
3347,NaN,0,const_undet
3350,N4BP2L2,0,const_undet
3353,PGAM5,0,const_undet
3359,NaN,0,const_undet
3361,FOXD1,0,const_undet
3368,BRK1,0,const_undet
3371,NaN,0,const_undet
3372,NaN,0,const_undet
3375,MTRNR2L1,0,const_undet
3394,MRPS21,0,const_undet
3396,MTRNR2L12,0,const_undet
3402,LIX1L,0,const_undet
3404,NUDT3,0,const_undet
3405,CYFIP1,0,const_undet
3419,NaN,0,const_undet
105,HMGB3,3,burst_frequency
159,MPHOSPH9,3,burst_frequency
185,USP13,3,burst_frequency
190,NDC1,3,burst_frequency
277,TCOF1,3,burst_frequency
314,NTN4,3,burst_frequency
357,JADE1,3,burst_frequency
386,HSP90AA1,3,burst_frequency
401,PDS5B,3,burst_frequency
509,G2E3,3,burst_frequency
512,SUPT16H,3,burst_frequency
532,TBC1D2,3,burst_frequency
588,RANGAP1,3,burst_frequency
607,MTHFD1,3,burst_frequency
644,SMCHD1,3,burst_frequency
654,RBBP7,3,burst_frequency
692,EHD4,3,burst_frequency
721,RNASEH2A,3,burst_frequency
736,HNRNPUL1,3,burst_frequency
761,H2AZ2,3,burst_frequency
808,ERLIN1,3,burst_frequency
843,KPNB1,3,burst_frequency
911,PTGES3,3,burst_frequency
982,CCND3,3,burst_frequency
1012,NUP155,3,burst_frequency
1079,FHL2,3,burst_frequency
1105,ICMT,3,burst_frequency
1162,STAG1,3,burst_frequency
1205,SLF2,3,burst_frequency
1215,EXOSC8,3,burst_frequency
1246,CCDC18,3,burst_frequency
1289,EXOSC9,3,burst_frequency
1301,CSE1L,3,burst_frequency
1321,DEK,3,burst_frequency
1390,HP1BP3,3,burst_frequency
1415,HAT1,3,burst_frequency
1419,DUT,3,burst_frequency
1434,MIS18BP1,3,burst_frequency
1466,DNMT1,3,burst_frequency
1489,DIAPH1,3,burst_frequency
1496,KHDRBS3,3,burst_frequency
1505,RPA1,3,burst_frequency
1567,TMEM106C,3,burst_frequency
1616,CDK4,3,burst_frequency
1672,SMC2,3,burst_frequency
1675,CDK5RAP2,3,burst_frequency
1679,ANP32B,3,burst_frequency
1695,NRM,3,burst_frequency
1771,NEDD1,3,burst_frequency
1858,SAE1,3,burst_frequency
1893,ANP32E,3,burst_frequency
1919,PARP1,3,burst_frequency
1920,LBR,3,burst_frequency
1934,PKP4,3,burst_frequency
1951,NCEH1,3,burst_frequency
1959,SPATA5,3,burst_frequency
1979,CDKAL1,3,burst_frequency
2009,RBMX,3,burst_frequency
2030,POLE3,3,burst_frequency
2064,ZC3H12C,3,burst_frequency
2095,UBC,3,burst_frequency
2108,SCLT1,3,burst_frequency
2144,PRDM8,3,burst_frequency
2163,CMIP,3,burst_frequency
2165,DDAH1,3,burst_frequency
2182,BTG3,3,burst_frequency
2194,SLC25A28,3,burst_frequency
2347,ANTXR2,3,burst_frequency
2357,CIP2A,3,burst_frequency
2421,PSIP1,3,burst_frequency
2436,ARF6,3,burst_frequency
2470,CENPN,3,burst_frequency
2473,WEE1,3,burst_frequency
2526,TK1,3,burst_frequency
2537,SCARA3,3,burst_frequency
2551,DTYMK,3,burst_frequency
2555,REEP4,3,burst_frequency
2578,APEX2,3,burst_frequency
2600,HNRNPF,3,burst_frequency
2736,ZWILCH,3,burst_frequency
2738,ANKRD36C,3,burst_frequency
2771,FOSL1,3,burst_frequency
2777,TUBB6,3,burst_frequency
2815,NAALADL2,3,burst_frequency
2839,APOLD1,3,burst_frequency
2888,RTKN2,3,burst_frequency
2897,RAD51B,3,burst_frequency
2940,ALYREF,3,burst_frequency
2948,KMT5A,3,burst_frequency
2949,SMTN,3,burst_frequency
2954,PGP,3,burst_frequency
2975,SIVA1,3,burst_frequency
2980,FAF1,3,burst_frequency
3009,KIF18B,3,burst_frequency
3031,THSD4,3,burst_frequency
3065,HMGB1,3,burst_frequency
3151,TFDP1,3,burst_frequency
3208,KIFBP,3,burst_frequency
3212,CENPW,3,burst_frequency
3242,MZT1,3,burst_frequency
3411,UHRF1,3,burst_frequency
64,BRCA1,4,burst_size
302,MCM2,4,burst_size
513,WDR76,4,burst_size
576,MCM5,4,burst_size
621,MYBL2,4,burst_size
637,E2F1,4,burst_size
862,TMEM97,4,burst_size
1280,CDK2,4,burst_size
1392,PKMYT1,4,burst_size
1519,PCNA,4,burst_size
1846,SAMD1,4,burst_size
2117,CENPU,4,burst_size
2382,RFC4,4,burst_size
2411,PTTG1,4,burst_size
2793,TYMS,4,burst_size
31,DBF4,5,decay_rate
53,NCAPD2,5,decay_rate
93,DEPDC1,5,decay_rate
238,ASPM,5,decay_rate
286,TRIP13,5,decay_rate
299,HMMR,5,decay_rate
323,GTSE1,5,decay_rate
376,KIF22,5,decay_rate
388,NDC80,5,decay_rate
452,AURKA,5,decay_rate
456,TPX2,5,decay_rate
474,BIRC5,5,decay_rate
491,KIF4A,5,decay_rate
629,CDC25B,5,decay_rate
640,FAM83D,5,decay_rate
674,CMC2,5,decay_rate
785,MEST,5,decay_rate
881,NCAPG,5,decay_rate
975,GMNN,5,decay_rate
988,TTK,5,decay_rate
1142,CDC20,5,decay_rate
1155,NEK2,5,decay_rate
1165,KIF14,5,decay_rate
1194,PHF19,5,decay_rate
1219,TMPO,5,decay_rate
1226,NCAPH,5,decay_rate
1282,TUBA1B,5,decay_rate
1283,STIL,5,decay_rate
1292,CKS2,5,decay_rate
1334,NUP85,5,decay_rate
1380,DLGAP5,5,decay_rate
1403,YWHAH,5,decay_rate
1418,KNSTRN,5,decay_rate
1586,CDCA8,5,decay_rate
1619,ESPL1,5,decay_rate
1644,CKAP2,5,decay_rate
1706,NUSAP1,5,decay_rate
1707,KIF23,5,decay_rate
1708,KNL1,5,decay_rate
1726,KIF11,5,decay_rate
1728,CEP55,5,decay_rate
1772,GAS2L3,5,decay_rate
1873,KIF2C,5,decay_rate
1960,CCNA2,5,decay_rate
2025,HAUS6,5,decay_rate
2131,SPC25,5,decay_rate
2179,BUB3,5,decay_rate
2225,FBXO32,5,decay_rate
2309,RACGAP1,5,decay_rate
2393,MAD2L1,5,decay_rate
2415,RAD21,5,decay_rate
2433,LRR1,5,decay_rate
2483,C18orf54,5,decay_rate
2512,TUBA1C,5,decay_rate
2538,PBK,5,decay_rate
2589,CKAP2L,5,decay_rate
2590,BUB1,5,decay_rate
2618,CDK1,5,decay_rate
2643,SHCBP1,5,decay_rate
2985,UBALD2,5,decay_rate
3039,TUBB4B,5,decay_rate
3068,TUBB,5,decay_rate
3190,ARHGAP11A,5,decay_rate
3201,PRC1,5,decay_rate
3264,DNAJC9,5,decay_rate
224,MCM10,0,burst_freq_or_size
338,MCM6,0,burst_freq_or_size
554,RANBP1,0,burst_freq_or_size
609,VRK1,0,burst_freq_or_size
713,MCM4,0,burst_freq_or_size
935,TIMELESS,0,burst_freq_or_size
966,MCM3,0,burst_freq_or_size
1158,RPA2,0,burst_freq_or_size
1227,MND1,0,burst_freq_or_size
1231,KIF18A,0,burst_freq_or_size
1485,PSMC3IP,0,burst_freq_or_size
1810,FANCI,0,burst_freq_or_size
2517,CHAF1A,0,burst_freq_or_size
2798,POLE,0,burst_freq_or_size
2965,CDCA2,0,burst_freq_or_size
2971,H1-10,0,burst_freq_or_size
2976,BRI3BP,0,burst_freq_or_size
3272,EMP2,0,burst_freq_or_size
3288,FANCG,0,burst_freq_or_size
3417,MYO19,0,burst_freq_or_size
131,SPDL1,0,burst_freq_or_decay
520,NUP50,0,burst_freq_or_decay
829,SMC3,0,burst_freq_or_decay
1031,ECT2,0,burst_freq_or_decay
1599,NREP,0,burst_freq_or_decay
1661,TRA2B,0,burst_freq_or_decay
1721,CENPO,0,burst_freq_or_decay
1744,HNRNPD,0,burst_freq_or_decay
1848,NFIC,0,burst_freq_or_decay
2111,NCAPD3,0,burst_freq_or_decay
2285,PCNT,0,burst_freq_or_decay
2306,SRSF2,0,burst_freq_or_decay
2491,GREM1,0,burst_freq_or_decay
2755,CKAP5,0,burst_freq_or_decay
2786,LMNB2,0,burst_freq_or_decay
2920,GJC1,0,burst_freq_or_decay
2997,MYBL1,0,burst_freq_or_decay
3118,HNRNPAB,0,burst_freq_or_decay
646,RBBP8,0,non_const_undet
1998,NCAPG2,0,non_const_undet
2702,CKS1B,0,non_const_undet
2764,CCDC14,0,non_const_undet
1154,STMN1,0,non_const_undet
355,POLD3,0,non_const_undet
526,CBX5,0,non_const_undet
3389,NaN,0,non_const_undet
351,UBE2T,0,non_const_undet
504,ORC6,0,non_const_undet
528,MSH2,0,non_const_undet
770,CASP2,0,non_const_undet
919,FOXM1,0,non_const_undet
928,RFC5,0,non_const_undet
1522,NASP,0,non_const_undet
2324,USP1,0,non_const_undet
2428,MELK,0,non_const_undet
2486,NEMP1,0,non_const_undet
2503,RRM1,0,non_const_undet
2947,IQGAP3,0,non_const_undet
2962,KNTC1,0,non_const_undet
3386,NaN,0,non_const_undet
49,BAZ1B,0,undet
229,MYLK,0,undet
253,CBFB,0,undet
284,ARHGAP10,0,undet
293,ACTN1,0,undet
370,XRCC5,0,undet
787,GLI3,0,undet
1098,MSH6,0,undet
1116,SFPQ,0,undet
1402,DGCR8,0,undet
1526,MYH10,0,undet
1546,SWAP70,0,undet
1907,ILF2,0,undet
2106,FER,0,undet
2169,HS3ST3A1,0,undet
2173,UBASH3B,0,undet
2217,PABIR2,0,undet
2371,PTX3,0,undet
2456,IKBIP,0,undet
2603,TM4SF1,0,undet
2686,ZMAT3,0,undet
2767,MCTP1,0,undet
2830,C2orf69,0,undet
2832,LCORL,0,undet
3043,SRSF10,0,undet
3177,MT-CO2,0,undet
3199,MT-ATP6,0,undet
3307,NaN,0,undet
3383,NaN,0,undet
38,JARID2,0,not_fitted
61,ANLN,0,not_fitted
71,GPRC5A,0,not_fitted
72,TACC3,0,not_fitted
98,FAS,0,not_fitted
127,TRIO,0,not_fitted
148,ADAMTS6,0,not_fitted
158,POLQ,0,not_fitted
171,SYNE2,0,not_fitted
186,CDK14,0,not_fitted
242,KLF6,0,not_fitted
251,NAV3,0,not_fitted
263,NUCKS1,0,not_fitted
280,ATP2B1,0,not_fitted
294,RPS6KA6,0,not_fitted
322,SEMA3A,0,not_fitted
334,DLG1,0,not_fitted
342,UNG,0,not_fitted
343,PLXNA2,0,not_fitted
391,ATP8B1,0,not_fitted
421,MECOM,0,not_fitted
517,CLSPN,0,not_fitted
524,CDC6,0,not_fitted
603,CEP128,0,not_fitted
632,PLCB4,0,not_fitted
648,POLA1,0,not_fitted
725,ASF1B,0,not_fitted
784,EZH2,0,not_fitted
871,INPP4B,0,not_fitted
877,NSD2,0,not_fitted
917,WNT5B,0,not_fitted
943,CDCA3,0,not_fitted
960,FBXO5,0,not_fitted
979,PHACTR2,0,not_fitted
996,KIF20A,0,not_fitted
1025,SMC4,0,not_fitted
1099,PARD3B,0,not_fitted
1101,DHCR24,0,not_fitted
1123,GADD45A,0,not_fitted
1134,RGS4,0,not_fitted
1151,F3,0,not_fitted
1157,CENPF,0,not_fitted
1170,SGIP1,0,not_fitted
1182,KLF12,0,not_fitted
1257,PLAU,0,not_fitted
1262,CIT,0,not_fitted
1265,CDKN2C,0,not_fitted
1284,HJURP,0,not_fitted
1288,G0S2,0,not_fitted
1315,CDKN1A,0,not_fitted
1316,SOX4,0,not_fitted
1391,KLF2,0,not_fitted
1408,CPA4,0,not_fitted
1495,TOP2A,0,not_fitted
1556,CCNB1,0,not_fitted
1558,MEIS2,0,not_fitted
1574,FST,0,not_fitted
1617,TROAP,0,not_fitted
1625,MDM2,0,not_fitted
1658,BRIP1,0,not_fitted
1705,THBS1,0,not_fitted
1711,UACA,0,not_fitted
1729,KIF20B,0,not_fitted
1733,BARD1,0,not_fitted
1746,FGF5,0,not_fitted
1756,CENPE,0,not_fitted
1788,DIAPH3,0,not_fitted
1795,SYT16,0,not_fitted
1822,CDH13,0,not_fitted
1869,IL22RA1,0,not_fitted
1871,CCN1,0,not_fitted
1885,NUF2,0,not_fitted
1898,DTL,0,not_fitted
1930,SLC20A1,0,not_fitted
1931,AFF3,0,not_fitted
1941,RBMS3,0,not_fitted
1949,COL8A1,0,not_fitted
1952,LPP,0,not_fitted
1962,MARCHF1,0,not_fitted
1969,PLK2,0,not_fitted
1982,PRIM2,0,not_fitted
1984,MMS22L,0,not_fitted
2039,HERC4,0,not_fitted
2042,ANKRD1,0,not_fitted
2049,MKI67,0,not_fitted
2071,KIRREL3,0,not_fitted
2080,HMGA2,0,not_fitted
2087,VEGFC,0,not_fitted
2093,CRIM1,0,not_fitted
2094,SEC24D,0,not_fitted
2102,MAGI1,0,not_fitted
2104,ADAMTS12,0,not_fitted
2109,FRMD4A,0,not_fitted
2127,PTPN14,0,not_fitted
2141,MBNL1,0,not_fitted
2146,UTRN,0,not_fitted
2171,AK5,0,not_fitted
2175,PRKCA,0,not_fitted
2183,PDE1C,0,not_fitted
2199,FMN2,0,not_fitted
2204,PSD3,0,not_fitted
2208,ADK,0,not_fitted
2209,KCNMA1,0,not_fitted
2224,ATAD2,0,not_fitted
2232,NRG1,0,not_fitted
2238,FMNL2,0,not_fitted
2319,DHRS3,0,not_fitted
2363,RPL22L1,0,not_fitted
2389,H2AZ1,0,not_fitted
2392,HMGB2,0,not_fitted
2405,CITED2,0,not_fitted
2424,ZNF367,0,not_fitted
2448,E2F7,0,not_fitted
2457,FBN1,0,not_fitted
2475,MCM7,0,not_fitted
2482,NAV2,0,not_fitted
2485,PLK1,0,not_fitted
2498,PBX3,0,not_fitted
2552,RFWD3,0,not_fitted
2562,TSPAN5,0,not_fitted
2598,NLGN1,0,not_fitted
2604,ZFPM2,0,not_fitted
2633,CDCA4,0,not_fitted
2665,NaN,0,not_fitted
2672,NEGR1,0,not_fitted
2697,BNC2,0,not_fitted
2749,UBE2C,0,not_fitted
2757,CCNE2,0,not_fitted
2783,RIMS2,0,not_fitted
2790,NCKAP5,0,not_fitted
2823,UBE2N,0,not_fitted
2827,ADAMTSL1,0,not_fitted
2846,AURKB,0,not_fitted
2854,CDH4,0,not_fitted
2898,EXT1,0,not_fitted
2904,KPNA2,0,not_fitted
2911,NTM,0,not_fitted
2914,PAPPA,0,not_fitted
2925,SLC8A1,0,not_fitted
2927,GPC6,0,not_fitted
2932,CCBE1,0,not_fitted
2938,FBXL7,0,not_fitted
2969,PRR16,0,not_fitted
2973,IMMP2L,0,not_fitted
3001,KCNQ5,0,not_fitted
3026,MAGI2,0,not_fitted
3033,FANCA,0,not_fitted
3036,NaN,0,not_fitted
3042,H2AX,0,not_fitted
3045,DPYD,0,not_fitted
3050,TRMT2B,0,not_fitted
3064,KAZN,0,not_fitted
3105,H4-16,0,not_fitted
3112,NaN,0,not_fitted
3147,LPAR1,0,not_fitted
3174,MT-ND6,0,not_fitted
3192,MT-ND3,0,not_fitted
3197,MT-ND1,0,not_fitted
3206,MT-CO3,0,not_fitted
3227,NALF1,0,not_fitted
3239,INSYN2B,0,not_fitted
3278,NaN,0,not_fitted
3282,ARHGEF28,0,not_fitted
3285,TENM3,0,not_fitted
3304,NaN,0,not_fitted
3305,NaN,0,not_fitted
3306,NaN,0,not_fitted
3325,NaN,0,not_fitted
3348,NaN,0,not_fitted
3355,NaN,0,not_fitted
3356,NaN,0,not_fitted
3362,NaN,0,not_fitted
3366,PRKDC,0,not_fitted
3369,NaN,0,not_fitted
3378,NaN,0,not_fitted
3395,NaN,0,not_fitted
